facture_id;devis_id;client_id;type_client;agence;date_facture;mois;exercice;date_echeance;delai_contractuel_j;montant_ht;taux_tva;montant_ttc;profil_paiement;date_paiement;statut_facture
FAC-00622;DEV-01493;CLI-0108;Professionnel;Toulouse;2024-12-26;2024-12;2024-2025;2025-01-25;30;754.78;0.2;905.74;Lent;2025-06-01;Payée
FAC-00623;DEV-01494;CLI-0511;Particulier;Toulouse;2025-01-06;2025-01;2024-2025;2025-01-21;15;217.17;0.2;260.6;Standard;2025-01-09;Payée
FAC-00624;DEV-01496;CLI-0028;Particulier;Toulouse;2025-02-03;2025-02;2024-2025;2025-02-18;15;258.58;0.2;310.3;Bon payeur;2025-02-08;Payée
FAC-00625;DEV-01497;CLI-0239;Particulier;Bordeaux;2025-01-06;2025-01;2024-2025;2025-01-21;15;271.5;0.2;325.8;Standard;2025-01-11;Payée
FAC-00626;DEV-01499;CLI-0379;Particulier;Bordeaux;2025-01-09;2025-01;2024-2025;2025-01-24;15;1300.25;0.1;1430.28;Standard;2025-02-01;Payée
FAC-00627;DEV-01501;CLI-0196;Particulier;Bordeaux;2024-12-23;2024-12;2024-2025;2025-01-07;15;479.59;0.1;527.55;Standard;2024-12-31;Payée
FAC-00628;DEV-01506;CLI-0251;Particulier;Bordeaux;2025-01-20;2025-01;2024-2025;2025-02-04;15;1515.32;0.2;1818.38;Bon payeur;2025-01-26;Payée
FAC-00629;DEV-01507;CLI-0256;Particulier;Bordeaux;2025-01-20;2025-01;2024-2025;2025-02-04;15;5717.06;0.1;6288.77;Standard;2025-02-15;Payée
FAC-00630;DEV-01511;CLI-0039;Particulier;Bordeaux;2025-01-22;2025-01;2024-2025;2025-02-06;15;153.12;0.1;168.43;Standard;2025-02-05;Payée
FAC-00631;DEV-01512;CLI-0496;Professionnel;Toulouse;2025-01-03;2025-01;2024-2025;2025-02-02;30;552.02;0.2;662.42;Litigieux;;En retard
FAC-00632;DEV-01516;CLI-0067;Professionnel;Bordeaux;2025-01-02;2025-01;2024-2025;2025-02-01;30;662.03;0.2;794.44;Standard;2025-02-01;Payée
FAC-00633;DEV-01517;CLI-0328;Particulier;Bordeaux;2025-01-13;2025-01;2024-2025;2025-01-28;15;1085.8;0.2;1302.96;Bon payeur;2025-01-14;Payée
FAC-00634;DEV-01518;CLI-0010;Particulier;Bordeaux;2025-01-08;2025-01;2024-2025;2025-01-23;15;706.1;0.1;776.71;Bon payeur;2025-01-09;Payée
FAC-00635;DEV-01521;CLI-0316;Particulier;Toulouse;2025-01-21;2025-01;2024-2025;2025-02-05;15;248.94;0.2;298.73;Standard;2025-01-28;Payée
FAC-00636;DEV-01524;CLI-0155;Particulier;Bordeaux;2025-02-17;2025-02;2024-2025;2025-03-04;15;872.31;0.2;1046.77;Lent;2025-05-14;Payée
FAC-00637;DEV-01527;CLI-0055;Professionnel;Bordeaux;2024-12-31;2024-12;2024-2025;2025-01-30;30;438.9;0.2;526.68;Standard;2025-02-12;Payée
FAC-00638;DEV-01528;CLI-0093;Professionnel;Bordeaux;2025-02-21;2025-02;2024-2025;2025-03-23;30;2133.51;0.2;2560.21;Standard;2025-04-14;Payée
FAC-00639;DEV-01529;CLI-0494;Professionnel;Bordeaux;2025-01-27;2025-01;2024-2025;2025-02-26;30;25152.67;0.2;30183.2;Lent;2025-02-23;Payée
FAC-00640;DEV-01531;CLI-0519;Syndic;Bordeaux;2025-01-30;2025-01;2024-2025;2025-03-31;60;11366.88;0.2;13640.26;Lent;2025-08-05;Payée
FAC-00641;DEV-01536;CLI-0998;Professionnel;Montpellier;2025-01-09;2025-01;2024-2025;2025-02-08;30;2420.65;0.2;2904.78;Lent;2025-03-24;Payée
FAC-00642;DEV-01537;CLI-0017;Professionnel;Toulouse;2025-02-17;2025-02;2024-2025;2025-03-19;30;1237.3;0.2;1484.76;Standard;2025-04-02;Payée
FAC-00643;DEV-01541;CLI-0187;Particulier;Bordeaux;2025-01-27;2025-01;2024-2025;2025-02-11;15;9614.32;0.1;10575.75;Standard;2025-02-05;Payée
FAC-00644;DEV-01542;CLI-0155;Particulier;Bordeaux;2025-02-03;2025-02;2024-2025;2025-02-18;15;345.73;0.2;414.88;Lent;2025-05-17;Payée
FAC-00645;DEV-01544;CLI-0050;Particulier;Toulouse;2025-02-06;2025-02;2024-2025;2025-02-21;15;1636.69;0.2;1964.03;Standard;2025-02-28;Payée
FAC-00646;DEV-01551;CLI-0489;Particulier;Bordeaux;2025-02-19;2025-02;2024-2025;2025-03-06;15;266.05;0.2;319.26;Standard;2025-03-21;Payée
FAC-00647;DEV-01553;CLI-0524;Collectivité;Bordeaux;2025-02-18;2025-02;2024-2025;2025-04-04;45;33252.21;0.2;39902.65;Bon payeur;2025-03-25;Payée
FAC-00648;DEV-01554;CLI-0475;Particulier;Toulouse;2025-02-17;2025-02;2024-2025;2025-03-04;15;346.59;0.2;415.91;Lent;2025-03-11;Payée
FAC-00649;DEV-01556;CLI-0395;Particulier;Bordeaux;2025-03-05;2025-03;2024-2025;2025-03-20;15;5919.46;0.1;6511.41;Standard;2025-03-09;Payée
FAC-00650;DEV-01558;CLI-0054;Particulier;Bordeaux;2025-03-10;2025-03;2024-2025;2025-03-25;15;623.85;0.2;748.62;Standard;2025-04-02;Payée
FAC-00651;DEV-01559;CLI-0150;Particulier;Bordeaux;2025-01-23;2025-01;2024-2025;2025-02-07;15;5090.84;0.1;5599.92;Standard;2025-02-01;Payée
FAC-00652;DEV-01563;CLI-0491;Professionnel;Bordeaux;2025-02-12;2025-02;2024-2025;2025-03-14;30;1382.83;0.2;1659.4;Lent;2025-04-19;Payée
FAC-00653;DEV-01564;CLI-0005;Particulier;Bordeaux;2025-02-06;2025-02;2024-2025;2025-02-21;15;1455.57;0.2;1746.68;Standard;2025-02-20;Payée
FAC-00654;DEV-01568;CLI-0048;Particulier;Toulouse;2025-02-27;2025-02;2024-2025;2025-03-14;15;245.51;0.2;294.61;Standard;2025-03-11;Payée
FAC-00655;DEV-01570;CLI-0476;Particulier;Bordeaux;2025-03-10;2025-03;2024-2025;2025-03-25;15;15958.56;0.1;17554.42;Standard;2025-03-15;Payée
FAC-00656;DEV-01574;CLI-0371;Particulier;Bordeaux;2025-02-24;2025-02;2024-2025;2025-03-11;15;1095.05;0.1;1204.56;Standard;2025-02-27;Payée
FAC-00657;DEV-01576;CLI-0187;Particulier;Bordeaux;2025-02-24;2025-02;2024-2025;2025-03-11;15;10136.92;0.2;12164.3;Standard;2025-03-30;Payée
FAC-00658;DEV-01578;CLI-0269;Particulier;Toulouse;2025-03-10;2025-03;2024-2025;2025-03-25;15;2011.85;0.2;2414.22;Bon payeur;2025-03-11;Payée
FAC-00659;DEV-01580;CLI-0203;Particulier;Toulouse;2025-02-04;2025-02;2024-2025;2025-02-19;15;308.7;0.2;370.44;Standard;2025-02-05;Payée
FAC-00660;DEV-01587;CLI-0192;Particulier;Toulouse;2025-02-28;2025-02;2024-2025;2025-03-15;15;3274.23;0.1;3601.65;Standard;2025-03-10;Payée
FAC-00661;DEV-01589;CLI-0066;Professionnel;Toulouse;2025-02-12;2025-02;2024-2025;2025-03-14;30;4363.38;0.2;5236.06;Bon payeur;2025-03-13;Payée
FAC-00662;DEV-01590;CLI-0102;Particulier;Toulouse;2025-03-04;2025-03;2024-2025;2025-03-19;15;3891.08;0.1;4280.19;Bon payeur;2025-03-05;Payée
FAC-00663;DEV-01592;CLI-0465;Particulier;Bordeaux;2025-02-19;2025-02;2024-2025;2025-03-06;15;366.27;0.2;439.52;Bon payeur;2025-02-20;Payée
FAC-00664;DEV-01594;CLI-0308;Particulier;Bordeaux;2025-03-03;2025-03;2024-2025;2025-03-18;15;397.46;0.2;476.95;Bon payeur;2025-03-09;Payée
FAC-00665;DEV-01596;CLI-0051;Particulier;Toulouse;2025-02-10;2025-02;2024-2025;2025-02-25;15;517.23;0.1;568.95;Bon payeur;2025-02-13;Payée
FAC-00666;DEV-01599;CLI-0243;Professionnel;Bordeaux;2025-03-03;2025-03;2024-2025;2025-04-02;30;742.07;0.2;890.48;Bon payeur;2025-03-19;Payée
FAC-00667;DEV-01601;CLI-0029;Particulier;Bordeaux;2025-02-10;2025-02;2024-2025;2025-02-25;15;641.67;0.1;705.84;Standard;2025-03-02;Payée
FAC-00668;DEV-01602;CLI-0453;Particulier;Bordeaux;2025-02-27;2025-02;2024-2025;2025-03-14;15;6739.63;0.1;7413.59;Bon payeur;2025-03-21;Payée
FAC-00669;DEV-01605;CLI-0378;Particulier;Bordeaux;2025-02-25;2025-02;2024-2025;2025-03-12;15;5539.98;0.1;6093.98;Bon payeur;2025-03-07;Payée
FAC-00670;DEV-01618;CLI-0261;Particulier;Toulouse;2025-03-17;2025-03;2024-2025;2025-04-01;15;1578.46;0.2;1894.15;Standard;2025-04-06;Payée
FAC-00671;DEV-01620;CLI-0412;Professionnel;Bordeaux;2025-02-24;2025-02;2024-2025;2025-03-26;30;494.75;0.2;593.7;Standard;2025-03-09;Payée
FAC-00672;DEV-01621;CLI-0365;Particulier;Toulouse;2025-02-28;2025-02;2024-2025;2025-03-15;15;441.44;0.1;485.58;Standard;2025-03-01;Payée
FAC-00673;DEV-01623;CLI-0178;Particulier;Toulouse;2025-02-20;2025-02;2024-2025;2025-03-07;15;4985.43;0.1;5483.97;Bon payeur;2025-03-09;Payée
FAC-00674;DEV-01624;CLI-0472;Professionnel;Bordeaux;2025-03-18;2025-03;2024-2025;2025-04-17;30;567.99;0.2;681.59;Standard;2025-03-26;Payée
FAC-00675;DEV-01629;CLI-0007;Particulier;Toulouse;2025-03-10;2025-03;2024-2025;2025-03-25;15;1367.82;0.1;1504.6;Standard;2025-04-04;Payée
FAC-00676;DEV-01630;CLI-0440;Particulier;Bordeaux;2025-02-26;2025-02;2024-2025;2025-03-13;15;236.07;0.2;283.28;Litigieux;;En retard
FAC-00677;DEV-01633;CLI-0329;Particulier;Bordeaux;2025-03-10;2025-03;2024-2025;2025-03-25;15;1779.13;0.2;2134.96;Standard;2025-03-26;Payée
FAC-00678;DEV-01638;CLI-0328;Particulier;Bordeaux;2025-03-03;2025-03;2024-2025;2025-03-18;15;258.13;0.2;309.76;Bon payeur;2025-03-04;Payée
FAC-00679;DEV-01639;CLI-0514;Particulier;Toulouse;2025-03-05;2025-03;2024-2025;2025-03-20;15;12231.97;0.1;13455.17;Standard;2025-04-09;Payée
FAC-00680;DEV-01641;CLI-0568;Syndic;Toulouse;2025-03-11;2025-03;2024-2025;2025-05-10;60;794.01;0.2;952.81;Lent;2025-08-16;Payée
FAC-00681;DEV-01645;CLI-0528;Particulier;Bordeaux;2025-03-11;2025-03;2024-2025;2025-03-26;15;767.36;0.2;920.83;Standard;2025-04-23;Payée
FAC-00682;DEV-01647;CLI-0376;Particulier;Bordeaux;2025-03-05;2025-03;2024-2025;2025-03-20;15;510.19;0.1;561.21;Standard;2025-04-02;Payée
FAC-00683;DEV-01649;CLI-0607;Syndic;Toulouse;2025-03-26;2025-03;2024-2025;2025-05-25;60;724.07;0.2;868.88;Standard;2025-06-03;Payée
FAC-00684;DEV-01651;CLI-0226;Particulier;Bordeaux;2025-02-26;2025-02;2024-2025;2025-03-13;15;8408.94;0.2;10090.73;Standard;2025-03-18;Payée
FAC-00685;DEV-01661;CLI-0196;Particulier;Bordeaux;2025-03-28;2025-03;2024-2025;2025-04-12;15;12433.24;0.1;13676.56;Standard;2025-03-29;Payée
FAC-00686;DEV-01662;CLI-0300;Professionnel;Toulouse;2025-04-21;2025-04;2024-2025;2025-05-21;30;17753.51;0.2;21304.21;Litigieux;2025-10-24;Payée
FAC-00687;DEV-01664;CLI-0466;Collectivité;Bordeaux;2025-03-03;2025-03;2024-2025;2025-04-17;45;789.32;0.2;947.18;Standard;2025-03-26;Payée
FAC-00688;DEV-01667;CLI-0309;Particulier;Bordeaux;2025-04-21;2025-04;2024-2025;2025-05-06;15;4906.43;0.1;5397.07;Bon payeur;2025-04-22;Payée
FAC-00689;DEV-01671;CLI-0076;Particulier;Toulouse;2025-03-10;2025-03;2024-2025;2025-03-25;15;168.49;0.1;185.34;Bon payeur;2025-03-11;Payée
FAC-00690;DEV-01673;CLI-0154;Particulier;Bordeaux;2025-03-28;2025-03;2024-2025;2025-04-12;15;558.05;0.2;669.66;Bon payeur;2025-04-06;Payée
FAC-00691;DEV-01679;CLI-0141;Particulier;Bordeaux;2025-04-14;2025-04;2024-2025;2025-04-29;15;10406.49;0.1;11447.14;Bon payeur;2025-05-13;Payée
FAC-00692;DEV-01683;CLI-0255;Particulier;Bordeaux;2025-03-31;2025-03;2024-2025;2025-04-15;15;1685.73;0.2;2022.88;Lent;2025-08-20;Payée
FAC-00693;DEV-01686;CLI-0108;Professionnel;Toulouse;2025-05-05;2025-05;2024-2025;2025-06-04;30;2083.45;0.2;2500.14;Lent;2025-06-09;Payée
FAC-00694;DEV-01689;CLI-0263;Syndic;Bordeaux;2025-03-10;2025-03;2024-2025;2025-05-09;60;4218.59;0.2;5062.31;Standard;2025-04-24;Payée
FAC-00695;DEV-01695;CLI-0033;Syndic;Bordeaux;2025-04-01;2025-04;2024-2025;2025-05-31;60;2328.28;0.2;2793.94;Litigieux;;En retard
FAC-00696;DEV-01696;CLI-0080;Particulier;Bordeaux;2025-04-28;2025-04;2024-2025;2025-05-13;15;496.58;0.2;595.9;Bon payeur;2025-04-29;Payée
FAC-00697;DEV-01701;CLI-0168;Particulier;Bordeaux;2025-04-17;2025-04;2024-2025;2025-05-02;15;3983.42;0.1;4381.76;Lent;2025-06-18;Payée
FAC-00698;DEV-01704;CLI-0459;Professionnel;Bordeaux;2025-03-26;2025-03;2024-2025;2025-04-25;30;540.59;0.2;648.71;Bon payeur;2025-05-18;Payée
FAC-00699;DEV-01707;CLI-0174;Professionnel;Bordeaux;2025-04-08;2025-04;2024-2025;2025-05-08;30;2325.47;0.2;2790.56;Bon payeur;2025-05-06;Payée
FAC-00700;DEV-01709;CLI-0254;Particulier;Toulouse;2025-05-09;2025-05;2024-2025;2025-05-24;15;11452.32;0.1;12597.55;Standard;2025-05-10;Payée
FAC-00701;DEV-01710;CLI-0561;Particulier;Bordeaux;2025-04-10;2025-04;2024-2025;2025-04-25;15;301.66;0.2;361.99;Bon payeur;2025-04-17;Payée
FAC-00702;DEV-01718;CLI-0322;Particulier;Bordeaux;2025-04-22;2025-04;2024-2025;2025-05-07;15;9708.82;0.1;10679.7;Standard;2025-04-25;Payée
FAC-00703;DEV-01719;CLI-0568;Syndic;Toulouse;2025-04-02;2025-04;2024-2025;2025-06-01;60;7655.91;0.2;9187.09;Lent;2025-07-07;Payée
FAC-00704;DEV-01720;CLI-0978;Particulier;Montpellier;2025-04-18;2025-04;2024-2025;2025-05-03;15;302.65;0.2;363.18;Bon payeur;2025-04-19;Payée
FAC-00705;DEV-01721;CLI-0169;Professionnel;Bordeaux;2025-05-21;2025-05;2024-2025;2025-06-20;30;275.14;0.2;330.17;Lent;2025-09-08;Payée
FAC-00706;DEV-01722;CLI-0198;Syndic;Bordeaux;2025-04-07;2025-04;2024-2025;2025-06-06;60;300.29;0.2;360.35;Standard;2025-05-22;Payée
FAC-00707;DEV-01723;CLI-0525;Particulier;Bordeaux;2025-04-23;2025-04;2024-2025;2025-05-08;15;3215.98;0.1;3537.58;Bon payeur;2025-05-27;Payée
FAC-00708;DEV-01724;CLI-0290;Particulier;Toulouse;2025-04-28;2025-04;2024-2025;2025-05-13;15;400.85;0.1;440.94;Bon payeur;2025-05-05;Payée
FAC-00709;DEV-01729;CLI-0402;Particulier;Bordeaux;2025-05-01;2025-05;2024-2025;2025-05-16;15;347.78;0.2;417.34;Lent;2025-05-02;Payée
FAC-00710;DEV-01733;CLI-0109;Professionnel;Toulouse;2025-04-21;2025-04;2024-2025;2025-05-21;30;461.51;0.2;553.81;Standard;2025-04-29;Payée
FAC-00711;DEV-01736;CLI-0188;Particulier;Bordeaux;2025-04-14;2025-04;2024-2025;2025-04-29;15;507.49;0.1;558.24;Standard;2025-04-21;Payée
FAC-00712;DEV-01738;CLI-0355;Particulier;Bordeaux;2025-04-11;2025-04;2024-2025;2025-04-26;15;2276.94;0.1;2504.63;Bon payeur;2025-04-12;Payée
FAC-00713;DEV-01743;CLI-0338;Collectivité;Bordeaux;2025-05-26;2025-05;2024-2025;2025-07-10;45;3289.7;0.2;3947.64;Bon payeur;2025-07-19;Payée
FAC-00714;DEV-01747;CLI-0308;Particulier;Bordeaux;2025-04-28;2025-04;2024-2025;2025-05-13;15;3851.97;0.1;4237.17;Bon payeur;2025-05-19;Payée
FAC-00715;DEV-01750;CLI-0194;Syndic;Toulouse;2025-04-15;2025-04;2024-2025;2025-06-14;60;5677.61;0.2;6813.13;Lent;2026-01-05;Payée
FAC-00716;DEV-01758;CLI-1009;Particulier;Montpellier;2025-05-07;2025-05;2024-2025;2025-05-22;15;1591.41;0.2;1909.69;Bon payeur;2025-05-08;Payée
FAC-00717;DEV-01760;CLI-0229;Particulier;Toulouse;2025-05-22;2025-05;2024-2025;2025-06-06;15;1779.24;0.2;2135.09;Lent;2025-05-23;Payée
FAC-00718;DEV-01761;CLI-0583;Collectivité;Bordeaux;2025-05-07;2025-05;2024-2025;2025-06-21;45;650.11;0.2;780.13;Lent;2025-06-20;Payée
FAC-00719;DEV-01762;CLI-0022;Particulier;Bordeaux;2025-05-12;2025-05;2024-2025;2025-05-27;15;401.53;0.2;481.84;Standard;2025-06-15;Payée
FAC-00720;DEV-01764;CLI-0627;Particulier;Bordeaux;2025-05-26;2025-05;2024-2025;2025-06-10;15;233.87;0.2;280.64;Bon payeur;2025-05-31;Payée
FAC-00721;DEV-01767;CLI-0251;Particulier;Bordeaux;2025-04-22;2025-04;2024-2025;2025-05-07;15;15382.04;0.1;16920.24;Bon payeur;2025-04-23;Payée
FAC-00722;DEV-01769;CLI-0121;Syndic;Toulouse;2025-05-06;2025-05;2024-2025;2025-07-05;60;653.34;0.2;784.01;Bon payeur;2025-07-14;Payée
FAC-00723;DEV-01770;CLI-0644;Particulier;Bordeaux;2025-05-19;2025-05;2024-2025;2025-06-03;15;5064.04;0.1;5570.44;Lent;2025-05-25;Payée
FAC-00724;DEV-01771;CLI-0066;Professionnel;Toulouse;2025-04-23;2025-04;2024-2025;2025-05-23;30;451.26;0.2;541.51;Bon payeur;2025-05-08;Payée
FAC-00725;DEV-01775;CLI-0153;Particulier;Bordeaux;2025-04-24;2025-04;2024-2025;2025-05-09;15;369.07;0.2;442.88;Standard;2025-06-04;Payée
FAC-00726;DEV-01777;CLI-0508;Particulier;Bordeaux;2025-05-13;2025-05;2024-2025;2025-05-28;15;1109.22;0.1;1220.14;Lent;2025-07-29;Payée
FAC-00727;DEV-01780;CLI-0581;Particulier;Montpellier;2025-05-16;2025-05;2024-2025;2025-05-31;15;4300.04;0.1;4730.04;Bon payeur;2025-06-03;Payée
FAC-00728;DEV-01788;CLI-0295;Particulier;Toulouse;2025-06-23;2025-06;2024-2025;2025-07-08;15;740.35;0.1;814.39;Standard;2025-08-04;Payée
FAC-00729;DEV-01793;CLI-0036;Particulier;Toulouse;2025-05-06;2025-05;2024-2025;2025-05-21;15;2431.03;0.1;2674.13;Standard;2025-05-22;Payée
FAC-00730;DEV-01795;CLI-0234;Particulier;Toulouse;2025-05-16;2025-05;2024-2025;2025-05-31;15;491.0;0.1;540.1;Lent;2025-05-17;Payée
FAC-00731;DEV-01796;CLI-0094;Professionnel;Toulouse;2025-05-22;2025-05;2024-2025;2025-06-21;30;13692.85;0.2;16431.42;Standard;2025-06-19;Payée
FAC-00732;DEV-01801;CLI-0029;Particulier;Bordeaux;2025-05-27;2025-05;2024-2025;2025-06-11;15;333.15;0.2;399.78;Standard;2025-05-28;Payée
FAC-00733;DEV-01810;CLI-0224;Particulier;Toulouse;2025-05-29;2025-05;2024-2025;2025-06-13;15;296.96;0.2;356.35;Bon payeur;2025-06-27;Payée
FAC-00734;DEV-01812;CLI-0259;Professionnel;Bordeaux;2025-05-26;2025-05;2024-2025;2025-06-25;30;8985.72;0.2;10782.86;Lent;2025-07-13;Payée
FAC-00735;DEV-01814;CLI-1001;Syndic;Montpellier;2025-05-19;2025-05;2024-2025;2025-07-18;60;5594.79;0.2;6713.75;Standard;2025-08-06;Payée
FAC-00736;DEV-01816;CLI-0364;Particulier;Bordeaux;2025-07-01;2025-07;2025-2026;2025-07-16;15;208.38;0.2;250.06;Standard;2025-08-10;Payée
FAC-00737;DEV-01822;CLI-0014;Particulier;Bordeaux;2025-06-06;2025-06;2024-2025;2025-06-21;15;1359.96;0.1;1495.96;Bon payeur;2025-06-08;Payée
FAC-00738;DEV-01825;CLI-0097;Particulier;Toulouse;2025-06-16;2025-06;2024-2025;2025-07-01;15;3480.39;0.2;4176.47;Standard;2025-07-28;Payée
FAC-00739;DEV-01826;CLI-0558;Particulier;Montpellier;2025-05-13;2025-05;2024-2025;2025-05-28;15;1428.0;0.1;1570.8;Standard;2025-05-28;Payée
FAC-00740;DEV-01829;CLI-0483;Particulier;Bordeaux;2025-05-27;2025-05;2024-2025;2025-06-11;15;1177.43;0.1;1295.17;Standard;2025-07-14;Payée
FAC-00741;DEV-01835;CLI-0422;Particulier;Bordeaux;2025-06-06;2025-06;2024-2025;2025-06-21;15;8908.1;0.1;9798.91;Bon payeur;2025-06-07;Payée
FAC-00742;DEV-01837;CLI-0053;Particulier;Bordeaux;2025-06-02;2025-06;2024-2025;2025-06-17;15;11363.69;0.1;12500.06;Lent;2025-08-11;Payée
FAC-00743;DEV-01839;CLI-1013;Professionnel;Montpellier;2025-05-12;2025-05;2024-2025;2025-06-11;30;2992.59;0.2;3591.11;Standard;2025-06-06;Payée
FAC-00744;DEV-01842;CLI-0171;Syndic;Toulouse;2025-05-26;2025-05;2024-2025;2025-07-25;60;582.25;0.2;698.7;Standard;2025-08-01;Payée
FAC-00745;DEV-01852;CLI-0357;Syndic;Toulouse;2025-05-30;2025-05;2024-2025;2025-07-29;60;737.1;0.2;884.52;Lent;2025-10-14;Payée
FAC-00746;DEV-01859;CLI-0499;Professionnel;Bordeaux;2025-06-03;2025-06;2024-2025;2025-07-03;30;405.89;0.2;487.07;Standard;2025-07-22;Payée
FAC-00747;DEV-01860;CLI-0092;Particulier;Toulouse;2025-06-06;2025-06;2024-2025;2025-06-21;15;1453.99;0.1;1599.39;Standard;2025-06-07;Payée
FAC-00748;DEV-01861;CLI-0580;Particulier;Montpellier;2025-07-02;2025-07;2025-2026;2025-07-17;15;10136.62;0.1;11150.28;Standard;2025-07-07;Payée
FAC-00749;DEV-01862;CLI-0280;Particulier;Bordeaux;2025-05-30;2025-05;2024-2025;2025-06-14;15;3851.96;0.2;4622.35;Standard;2025-06-15;Payée
FAC-00750;DEV-01875;CLI-0271;Particulier;Bordeaux;2025-07-10;2025-07;2025-2026;2025-07-25;15;3318.56;0.2;3982.27;Bon payeur;2025-07-11;Payée
FAC-00751;DEV-01878;CLI-0343;Professionnel;Bordeaux;2025-06-26;2025-06;2024-2025;2025-07-26;30;5257.07;0.2;6308.48;Bon payeur;2025-07-18;Payée
FAC-00752;DEV-01882;CLI-0556;Professionnel;Montpellier;2025-05-22;2025-05;2024-2025;2025-06-21;30;473.56;0.2;568.27;Bon payeur;2025-06-08;Payée
FAC-00753;DEV-01883;CLI-0453;Particulier;Bordeaux;2025-06-18;2025-06;2024-2025;2025-07-03;15;255.08;0.2;306.1;Bon payeur;2025-06-19;Payée
FAC-00754;DEV-01886;CLI-0313;Syndic;Bordeaux;2025-06-23;2025-06;2024-2025;2025-08-22;60;880.45;0.2;1056.54;Litigieux;2025-12-17;Payée
FAC-00755;DEV-01887;CLI-0514;Particulier;Toulouse;2025-06-20;2025-06;2024-2025;2025-07-05;15;426.96;0.1;469.66;Standard;2025-07-13;Payée
FAC-00756;DEV-01888;CLI-0045;Syndic;Bordeaux;2025-06-11;2025-06;2024-2025;2025-08-10;60;624.41;0.2;749.29;Lent;2025-10-27;Payée
FAC-00757;DEV-01893;CLI-0239;Particulier;Bordeaux;2025-06-16;2025-06;2024-2025;2025-07-01;15;3177.46;0.2;3812.95;Standard;2025-07-14;Payée
FAC-00758;DEV-01895;CLI-0618;Particulier;Bordeaux;2025-06-27;2025-06;2024-2025;2025-07-12;15;1142.6;0.1;1256.86;Bon payeur;2025-06-28;Payée
FAC-00759;DEV-01897;CLI-0678;Particulier;Bordeaux;2025-06-16;2025-06;2024-2025;2025-07-01;15;3839.86;0.2;4607.83;Litigieux;;En retard
FAC-00760;DEV-01899;CLI-0509;Collectivité;Bordeaux;2025-05-26;2025-05;2024-2025;2025-07-10;45;2643.91;0.2;3172.69;Standard;2025-08-08;Payée
FAC-00761;DEV-01901;CLI-0459;Professionnel;Bordeaux;2025-07-04;2025-07;2025-2026;2025-08-03;30;6702.71;0.2;8043.25;Bon payeur;2025-07-05;Payée
FAC-00762;DEV-01904;CLI-0497;Particulier;Toulouse;2025-07-14;2025-07;2025-2026;2025-07-29;15;2516.86;0.1;2768.55;Standard;2025-07-15;Payée
FAC-00763;DEV-01916;CLI-0224;Particulier;Toulouse;2025-07-16;2025-07;2025-2026;2025-07-31;15;1744.85;0.2;2093.82;Bon payeur;2025-07-28;Payée
FAC-00764;DEV-01918;CLI-0233;Particulier;Toulouse;2025-07-22;2025-07;2025-2026;2025-08-06;15;258.53;0.2;310.24;Lent;2025-11-05;Payée
FAC-00765;DEV-01920;CLI-0033;Syndic;Bordeaux;2025-06-16;2025-06;2024-2025;2025-08-15;60;557.6;0.2;669.12;Litigieux;2026-01-27;Payée
FAC-00766;DEV-01922;CLI-0030;Particulier;Toulouse;2025-06-30;2025-06;2024-2025;2025-07-15;15;303.74;0.2;364.49;Lent;2025-08-05;Payée
FAC-00767;DEV-01928;CLI-0660;Particulier;Toulouse;2025-06-26;2025-06;2024-2025;2025-07-11;15;218.95;0.2;262.74;Standard;2025-07-22;Payée
FAC-00768;DEV-01930;CLI-0031;Professionnel;Bordeaux;2025-07-08;2025-07;2025-2026;2025-08-07;30;1421.38;0.2;1705.66;Standard;2025-08-22;Payée
FAC-00769;DEV-01932;CLI-0397;Syndic;Bordeaux;2025-06-26;2025-06;2024-2025;2025-08-25;60;2786.22;0.2;3343.46;Lent;2025-10-11;Payée
FAC-00770;DEV-01933;CLI-0477;Professionnel;Bordeaux;2025-06-23;2025-06;2024-2025;2025-07-23;30;2818.26;0.2;3381.91;Standard;2025-08-16;Payée
FAC-00771;DEV-01934;CLI-0401;Particulier;Toulouse;2025-06-16;2025-06;2024-2025;2025-07-01;15;3189.05;0.2;3826.86;Standard;2025-06-22;Payée
FAC-00772;DEV-01937;CLI-0054;Particulier;Bordeaux;2025-06-30;2025-06;2024-2025;2025-07-15;15;4308.05;0.1;4738.86;Standard;2025-08-16;Payée
FAC-00773;DEV-01938;CLI-0005;Particulier;Bordeaux;2025-06-30;2025-06;2024-2025;2025-07-15;15;13098.28;0.1;14408.11;Standard;2025-07-08;Payée
FAC-00774;DEV-01941;CLI-0082;Particulier;Toulouse;2025-07-09;2025-07;2025-2026;2025-07-24;15;281.49;0.2;337.79;Bon payeur;2025-07-25;Payée
FAC-00775;DEV-01942;CLI-0147;Particulier;Bordeaux;2025-07-28;2025-07;2025-2026;2025-08-12;15;5920.32;0.1;6512.35;Litigieux;2026-01-30;Payée
FAC-00776;DEV-01944;CLI-0380;Particulier;Toulouse;2025-06-30;2025-06;2024-2025;2025-07-15;15;274.71;0.2;329.65;Standard;2025-07-01;Payée
FAC-00777;DEV-01948;CLI-0216;Particulier;Bordeaux;2025-07-14;2025-07;2025-2026;2025-07-29;15;2798.79;0.1;3078.67;Lent;2025-08-17;Payée
